org_pac_id,facility_name,cbsa_title,rural,inland_empire,practice_size,incentive_ptcpt
4284538778,SUTTER BAY MEDICAL FOUNDATION,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
3971675927,WINDY CITY MEDICAL CLINIC A PROFESSIONAL CORPORATION,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,small,No Meaningful Attest
NA,,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,NA,Meaningfully Attested
8921075599,ORANGE COUNTY OPHTHALMOLOGY MEDICAL GROUP.,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
9830367002,WESTSIDE HEAD AND NECK,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
3375782667,SURGICAL AFFILIATES OF CALIFORNIA,NA,rural,NA,medium,Meaningfully Attested
7214006816,ACUTE CARE SURGERY MEDICAL GROUP INC,NA,rural,NA,medium,Meaningfully Attested
1355302134,TORRANCE HEALTH ASSOCIATION INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
2961744586,THE NEURON CLINIC GP,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,small,Meaningfully Attested
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
5597735357,CHICO EYE CENTER MEDICAL GROUP,"Chico, CA",urban,CA other,small,Meaningfully Attested
6002729175,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,large,Meaningfully Attested
345406294,COMMUNITY FOUNDATION MEDICAL GROUP,"Fresno, CA",urban,CA other,medium,Meaningfully Attested
6800192428,ERX PLUS PROFESSIONAL CORPORATION,NA,rural,NA,medium,Meaningfully Attested
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,"Modesto, CA",urban,CA other,large,Meaningfully Attested
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
2163321720,MINERAL KING RADIOLOGICAL MEDICAL GROUP INC,"Visalia, CA",urban,CA other,medium,No Meaningful Attest
9335163443,DHALLA ORTHOPEDIC CENTER INC.,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,small,No Meaningful Attest
4284538778,SUTTER BAY MEDICAL FOUNDATION,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
4284538778,SUTTER BAY MEDICAL FOUNDATION,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
4284538778,SUTTER BAY MEDICAL FOUNDATION,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
4284538778,SUTTER BAY MEDICAL FOUNDATION,"Santa Rosa-Petaluma, CA",urban,CA other,large,Meaningfully Attested
2163740861,UNIVERSITY OF THE PACIFIC,"Stockton-Lodi, CA",urban,CA other,small,Meaningfully Attested
941389910,KENNETH M TOKITA MD INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
2961305651,UNITED MEDICAL DOCTORS,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,medium,Meaningfully Attested
2961305651,UNITED MEDICAL DOCTORS,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
749360295,ROBERT R SLATER JR MD INCORPORATED,"Sacramento-Roseville-Folsom, CA",urban,CA other,small,No Meaningful Attest
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,"Stockton-Lodi, CA",urban,CA other,large,Meaningfully Attested
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,NA,rural,NA,large,Meaningfully Attested
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
NA,,"Napa, CA",urban,CA other,NA,Meaningfully Attested
3375625486,KEVIN J PELTON MD INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
4486567229,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
6709797491,STANFORD HEALTH CARE,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
6204738511,REDDING PATHOLOGISTS,"Redding, CA",urban,CA other,small,No Meaningful Attest
6002076528,COMPREHENSIVE DERMATOLOGY OF LONG BEACH PC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
6204922388,ELITE PAIN MANAGEMENT INC.,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
3476466376,BEVERLY RADIOLOGY MEDICAL GROUP III,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
3476466376,BEVERLY RADIOLOGY MEDICAL GROUP III,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,medium,Meaningfully Attested
3476466376,BEVERLY RADIOLOGY MEDICAL GROUP III,"Hanford-Corcoran, CA",urban,CA other,medium,Meaningfully Attested
3476466376,BEVERLY RADIOLOGY MEDICAL GROUP III,"Fresno, CA",urban,CA other,medium,Meaningfully Attested
6406749613,DESERT ADVANCED IMAGING MEDICAL CENTER,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,medium,Meaningfully Attested
7214826460,KERN RADIOLOGY MEDICAL GROUP INC,"Bakersfield-Delano, CA",urban,CA other,medium,Meaningfully Attested
7911099346,NORCAL IMAGING,"San Francisco-Oakland-Fremont, CA",urban,CA other,medium,Meaningfully Attested
1456402064,PETER HO WIN MD INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
4688952906,HOSPITAL MEDICINE OF CALIFORNIA INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
6709797491,STANFORD HEALTH CARE,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
6709797491,STANFORD HEALTH CARE,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
6103882832,PALOS VERDES FAMILY VISION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
9537351796,SAN DIEGO HOSPITALIST ASSOCIATES INC,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,medium,No Meaningful Attest
6002729175,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
1951544329,ANESTHESIA PROVIDER GROUP INC,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,small,No Meaningful Attest
547173866,FRANCISCAN MEDICAL GROUP,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,No Meaningful Attest
3678519147,SURGICAL GROUP OF SOUTH LAGUNA A MEDICAL CORPORATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
7911996202,MEMORIAL ORTHOPAEDIC SURGICAL GROUP,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
6002729175,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
3870961535,VICTORIA LIN MD INC,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,small,No Meaningful Attest
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
NA,,"Modesto, CA",urban,CA other,NA,Meaningfully Attested
3779494521,ALAMEDA HEALTH SYSTEM,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
3173804317,PERFORMANCE PHYSICAL THERAPY AND SPORTS LAB INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
2466639059,"DR. MOVSES D'JANBATIAN, OD, INC.","Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
2062770670,"PLASTIC SURGERY PARTNERS OF FRESNO, INC.","Fresno, CA",urban,CA other,small,No Meaningful Attest
3274634084,ANDERSON PHYSICAL THERAPY INC,"Truckee-Grass Valley, CA",urban,CA other,small,No Meaningful Attest
6901149186,PLACER PHYSICAL THERAPY AND SPORTS MEDICINE INC,"Sacramento-Roseville-Folsom, CA",urban,CA other,small,No Meaningful Attest
3476528993,MICHA RETTENMAIER BROWN AND LACEY A CALIFORNIA PARTNERSHIP,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
3971549882,UROLOGICAL MEDICAL ASSOCIATES,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
5991950966,CHAD SILA M D A PROFESSIONAL CORPORATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
7911901731,UNIVERSITY VASCULAR ASSOCIATES INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
1254503345,IMAGING ASSOCIATES OF INDIANA PC,"San Francisco-Oakland-Fremont, CA",urban,CA other,medium,No Meaningful Attest
1254503345,IMAGING ASSOCIATES OF INDIANA PC,"Santa Rosa-Petaluma, CA",urban,CA other,medium,No Meaningful Attest
2163733544,SPECIALISTS IN MEDICAL IMAGING SC,"San Francisco-Oakland-Fremont, CA",urban,CA other,medium,No Meaningful Attest
2264436120,LOUISVILLE RADIOLOGY IMAGING CONSULTANTS PLLC,"San Francisco-Oakland-Fremont, CA",urban,CA other,medium,No Meaningful Attest
4486555398,NORTHSIDE RADIOLOGY ASSOCIATES LLC,"San Francisco-Oakland-Fremont, CA",urban,CA other,medium,No Meaningful Attest
8224002696,COASTAL RADIOLOGY ASSOCIATES PLLC,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,medium,No Meaningful Attest
9537434386,IMAGING ASSOCIATES OF MICHIGAN PLLC,"San Francisco-Oakland-Fremont, CA",urban,CA other,medium,No Meaningful Attest
8426047721,CALIFORNIA ANESTHESIA ASSOCIATES MEDICAL GROUP INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
6002729175,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
2668468059,"YASSER H. SALEM MD., PROFESSIONAL CORPORATION","Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
NA,,"Visalia, CA",urban,CA other,NA,Meaningfully Attested
9739176892,MOTHER LODE DIAGNOSTIC IMAGING INC,"Crescent City, CA",urban,CA other,small,Meaningfully Attested
9739176892,MOTHER LODE DIAGNOSTIC IMAGING INC,NA,rural,NA,small,Meaningfully Attested
4587095815,TRUSTED ANESTHESIA PARTNERS INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
1355373895,NETWORK IMAGING ASSOCIATES LLC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
3678637378,EL PORTAL RADIATION ONCOLOGY CENTER,"Merced, CA",urban,CA other,small,No Meaningful Attest
8022141894,RFC RADIOLOGY ASSOCIATES LLC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,No Meaningful Attest
4284538778,SUTTER BAY MEDICAL FOUNDATION,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
547211518,HEAD AND NECK ASSOCIATES OF ORANGE COUNTY AN INCORPRATE,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,No Meaningful Attest
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
8921910225,PERMANENTE MEDICAL GROUP INC,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
547366833,"BALBIR SINGH, M.D., INC.","Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
9335126010,RENAL CONSULTANTS MEDICAL GROUP,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
42350357,SPORT AND REHAB PHYSICAL THERAPY,"Merced, CA",urban,CA other,small,No Meaningful Attest
NA,,"San Francisco-Oakland-Fremont, CA",urban,CA other,NA,Meaningfully Attested
6103872403,SENIOR CARE CLINIC A MEDICAL CORPORATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
42538464,CLARION OPTOMETRY GROUP PROF CORP,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,small,Meaningfully Attested
4880969351,DESERT EYE ASSOCIATES A PROFESSIONAL CORPORATION,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,small,Meaningfully Attested
1759712631,WESTHOUT MD INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
7315329109,FUTURE HEALTH CENTER INC,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,small,No Meaningful Attest
5890174114,DR EMELLINE CHEN OD OPTOMETRIC CORP,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,small,No Meaningful Attest
9537135850,PULMONARY ASSOCIATES BURLINGAME MEDICAL CORPORATION,"San Francisco-Oakland-Fremont, CA",urban,CA other,medium,No Meaningful Attest
9335272160,JUDEN VALDEZ MD INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
9032458013,DIGNITY COMMUNITY CARE,"Sacramento-Roseville-Folsom, CA",urban,CA other,small,No Meaningful Attest
2860482635,PATHOLOGY ASSOCIATES OF SOUTHERN CALIFORNIA,"El Centro, CA",urban,CA other,small,No Meaningful Attest
7719899962,CONSULTING RADIOLOGISTS LTD,"Oxnard-Thousand Oaks-Ventura, CA",urban,CA other,medium,No Meaningful Attest
8123925401,CHRISTIAN UNITY HOSPITAL CORPORATION,"Oxnard-Thousand Oaks-Ventura, CA",urban,CA other,medium,No Meaningful Attest
5496838518,SILICON VALLEY DIAGNOSTIC IMAGING INC,"San Francisco-Oakland-Fremont, CA",urban,CA other,medium,No Meaningful Attest
4688577406,SURGICAL ASSOCIATES OF MONTEREY BAY MEDICAL CORPORATION,"Santa Cruz-Watsonville, CA",urban,CA other,small,No Meaningful Attest
1254503345,IMAGING ASSOCIATES OF INDIANA PC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,No Meaningful Attest
3274637798,"CALIFORNIA FOOT AND ANKLE INSTITUTE, A PODIATRY CORPORATION","Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
6103169719,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
8426062027,HOSPITALIST MEDICINE PHYSICIANS OF CALIFORNIA INC,"Salinas, CA",urban,CA other,medium,No Meaningful Attest
1153753140,"INCREDIBLY INSPIRATIONAL, INC","Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
8123127255,TORRANCE ORTHOPAEDIC AND SPORTS MEDICINE GROUP,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
5395701460,ALPINE ORTHOPAEDIC MEDICAL GROUP INC,"Stockton-Lodi, CA",urban,CA other,medium,No Meaningful Attest
2769850577,LUKE MACYSZYN MD INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
4688605470,NORTH COUNTY PHYSICAL THERAPY INC,"San Luis Obispo-Paso Robles, CA",urban,CA other,small,No Meaningful Attest
1850712530,COTTAGE CLINICAL NETWORK LLC,"San Luis Obispo-Paso Robles, CA",urban,CA other,medium,No Meaningful Attest
9638352503,"WEST COAST EAR, NOSE AND THROAT","Oxnard-Thousand Oaks-Ventura, CA",urban,CA other,small,No Meaningful Attest
4385076637,VALLEY FOOT AND ANKLE SPECIALISTS,"Truckee-Grass Valley, CA",urban,CA other,small,No Meaningful Attest
4880711902,AUBURN EYE CARE ASSOCIATES,"Sacramento-Roseville-Folsom, CA",urban,CA other,small,No Meaningful Attest
2961438569,"BURCH PHYSICAL THERAPY, INC.","Redding, CA",urban,CA other,small,No Meaningful Attest
6901281484,ORCA REHAB INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
7618907759,WHITTIER INTERNAL MEDICINE AND NEPHROLOGY MEDICAL GROUP INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
2062544554,ALCOTT CENTER FOR MENTAL HEALTH SERVICES,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
4183058993,KUSHAGRA VERMA MD,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
547684839,PONDEROSA PHYSICAL THERAPY CORP,"Truckee-Grass Valley, CA",urban,CA other,small,No Meaningful Attest
6709106453,FIRST AID URGENT CARE INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
1254373806,MARK H MAZUR MD AND BARRY STATNER MD A PROFESSIONAL CORPORATION,"Oxnard-Thousand Oaks-Ventura, CA",urban,CA other,small,No Meaningful Attest
1254373806,MARK H MAZUR MD AND BARRY STATNER MD A PROFESSIONAL CORPORATION,"Sacramento-Roseville-Folsom, CA",urban,CA other,small,No Meaningful Attest
4486962867,PREMIER PHYSICAL THERAPY AND ASSOCIATES INC,"Oxnard-Thousand Oaks-Ventura, CA",urban,CA other,small,No Meaningful Attest
2163675174,BURBANK OCCUPATIONAL HEALTH CENTER INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
3375577331,TOUCH OF LIFE PHYSICAL THERAPY INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
3173658887,"RANDY KARU, M.D., INC.","Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
9032427927,HELMUS OPTOMETRY,"Sacramento-Roseville-Folsom, CA",urban,CA other,small,No Meaningful Attest
2769530153,ROSSMOOR REHABILITATION INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
3971817388,BRUCE CHIROPRACTIC CORPORATION,"San Francisco-Oakland-Fremont, CA",urban,CA other,small,No Meaningful Attest
2860732922,"REPAIR NB PHYSICAL THERAPY, CORP","Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
7719119361,ELSON LAI MD A PROFESSIONAL CORPORATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
9830268432,ROZINA AND SMITH PHYSICAL THERAPY INC,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,small,No Meaningful Attest
6507170453,SOULTENDERS INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,No Meaningful Attest
4789091026,"SEVEN STAR MEDICAL GROUP, INC.","Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,medium,No Meaningful Attest
8921347600,360 NUTRITION CONSULTING INC,"Oxnard-Thousand Oaks-Ventura, CA",urban,CA other,small,No Meaningful Attest
4385718527,HAND CENTER OF SOUTHERN CALIFORNIA,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
9436209020,PASADENA UROLOGICAL MEDICAL GROUP,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
6709146392,"SB ANESTHESIA INC., A PROFESSIONAL NURSING CORPORATION","Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,small,No Meaningful Attest
446304877,TIMOTHY SUORSA OD,"Visalia, CA",urban,CA other,small,Meaningfully Attested
9830345651,SPANISH HILLS INTERVENTIONAL PAIN SPECIALISTS INC A MEDICAL CORP,"Oxnard-Thousand Oaks-Ventura, CA",urban,CA other,small,No Meaningful Attest
3173436276,PROVIDENCE FACEY MEDICAL FOUNDATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
5597663740,JULES STEIN EYE INSTITUTE MEDICAL GROUP,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
5597652206,LISA M GIANNONE ET AL PTR,"San Francisco-Oakland-Fremont, CA",urban,CA other,small,No Meaningful Attest
NA,,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,NA,Meaningfully Attested
7315842002,HEALTHCARE PARTNERS AFFILIATES MEDICAL GROUP,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
3577476761,REGENTS OF THE UNIVERSITY OF CALIFORNIA,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,large,Meaningfully Attested
9436253515,RIVERSIDE FACULTY MEDICAL GROUP INC,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,medium,Meaningfully Attested
7911947445,GRIFFIN AND REED A MEDICAL CORPORATION,"Sacramento-Roseville-Folsom, CA",urban,CA other,small,No Meaningful Attest
143498097,"ALLERGY PARTNERS OF CALIFORNIA, INC","San Luis Obispo-Paso Robles, CA",urban,CA other,small,No Meaningful Attest
4486701711,GHASAN M TABEL MD INC,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,small,No Meaningful Attest
2466515358,HOMEWORKS PHYSICAL THERAPY INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
1759377757,EAST BAY NEPHROLOGY MEDICAL GROUP INC,"Vallejo, CA",urban,CA other,medium,Meaningfully Attested
1759377757,EAST BAY NEPHROLOGY MEDICAL GROUP INC,"San Francisco-Oakland-Fremont, CA",urban,CA other,medium,Meaningfully Attested
4587631601,THE HUNTINGTON MEDICAL FOUNDATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
5395160295,"BEDFORD BREAST CENTER, INC","Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
6406999259,FOCUS MEDICAL IMAGING,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
2163411075,GABRIEL J HALPERIN D P M INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
6507120656,SUPERCLINIC PROFESSIONALS MEDICAL CORP A CALIFORNIA CORPORATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
5597701243,OB GYN ASSOCIATES OF TURLOCK A MEDICAL GROUP INC,"Modesto, CA",urban,CA other,small,No Meaningful Attest
3577474634,SOUTH COUNTY COMMUNITY HEALTH CENTER INC,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,medium,Meaningfully Attested
6305172487,OC FOOT AND ANKLE ASSOCIATES INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
9931239027,ARCH HEALTH PARTNERS INC,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,medium,Meaningfully Attested
7113145558,RADIANT IMAGING INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
3870777139,DR SALMA AZIZ DPM FOOT AND ANKLE SPECIALTY GROUP INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
3678849049,SNF SPECIALISTS MEDICAL CORPORATION,"Vallejo, CA",urban,CA other,medium,No Meaningful Attest
2365527165,DENISE CHYETTE PHYSICAL THERAPIST INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
6204973175,FANTASIA CHIROPRACTIC CORPORATION,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,small,Meaningfully Attested
1153227814,FACULTY PHYSICIANS AND SURGEONS OF LLUSM,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,large,Meaningfully Attested
6901705227,UNIVERSITY SURGEONS OF ORANGE A MEDICAL GROUP,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
8729276795,OBHG CALIFORNIA PC,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,medium,No Meaningful Attest
9234033853,SCRIPPS HEALTH,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,large,Meaningfully Attested
5597080440,LA FAMILIA MEDICAL CLINIC INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
NA,,"Truckee-Grass Valley, CA",urban,CA other,NA,Meaningfully Attested
NA,,"Fresno, CA",urban,CA other,NA,Meaningfully Attested
446169114,CEDARS-SINAI MEDICAL CENTER,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
9739284704,PARHAM TABIBIAN MD INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
NA,,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,NA,Meaningfully Attested
9335045228,SAN BERNARDINO MEDICAL ORTHOPAEDIC GROUP INC,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,medium,Meaningfully Attested
4688964521,KERN COUNTY HOSPITAL AUTHORITY,"Bakersfield-Delano, CA",urban,CA other,medium,Meaningfully Attested
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
5799677860,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
6204874688,SAN DIMAS MEDICAL GROUP INC,"Bakersfield-Delano, CA",urban,CA other,small,No Meaningful Attest
NA,,"San Francisco-Oakland-Fremont, CA",urban,CA other,NA,Meaningfully Attested
7911004288,THOMAS S TOOMA M D A PROFESSIONAL CORPORATION,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,medium,Meaningfully Attested
4486623402,"BANDB PHYSICAL THERAPY, INC","Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
NA,,"Stockton-Lodi, CA",urban,CA other,NA,Meaningfully Attested
8628325123,"SAN JOAQUIN CRITICAL CARE MEDICAL GROUP, INC.","Stockton-Lodi, CA",urban,CA other,small,Meaningfully Attested
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
7315841756,RENAISSANCE IMAGING MEDICAL ASSOCIATES INC,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,medium,No Meaningful Attest
6103728407,ALLIED ANESTHESIA MEDICAL GROUP INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
345473062,WAHIDULLAH MEDICAL CORPORATION,"Eureka-Arcata, CA",urban,CA other,small,No Meaningful Attest
NA,,"Modesto, CA",urban,CA other,NA,Meaningfully Attested
8921910225,PERMANENTE MEDICAL GROUP INC,"Modesto, CA",urban,CA other,large,Meaningfully Attested
941106645,CEDARS-SINAI MEDICAL CARE FOUNDATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
5890916845,CSI MEDICAL GROUP,"Santa Cruz-Watsonville, CA",urban,CA other,medium,No Meaningful Attest
